isbn,title,author,description,hashtag,clean_text
9.78894E+12,넙치 2,귄터 그라스,"『넙치』는 1977년에 발표되어 귄터 그라스만의 독창성이 뛰어나게 발휘된 작품이라는 평을 받은, 노벨 문학상 수상 작가 귄터 그라스의 대작이다. 발표 후 2년 동안에만 45만 부가 판매된 베스트셀러로 당시 그라스는 수익금의 일부로 베를린 예술원의 후원하에 알프레드 되블린 상을 제정하기도 했다. 



그라스는 그의 쉰 번째 생일을 맞기 5년 전 자기 자신을 위한 선물로서 대작을 쓰기로 결심하고 시, 스케치, 짧은 에피소드 등을 통해 작업을 시작했다고 한다. 뒤셀도르프 및 베를린 예술 대학에서 미술을 전공한 화가이기도 한 그라스는 『넙치』와 관련하여 상당량의 삽화를 직접 그렸는데(이번에 출간된 『넙치』의 표지도 그라스 자신의 작품이다.), 이런 사실들에 비추어 볼 때 이 작품에 대한 작가의 애정이 얼마만큼인지는 짐작하고도 남는다. 



독일 슈타이들 출판사와의 정식 계약으로 출간되는 이번 판본은, 시인이자 고려대 독문과 교수인 김재혁 선생이 번역을 맡았으며, 원문에 충실한 정확한 번역과 아울러 현대적인 감각의 언어 구사로, 다양한 내용이 다층적으로 구성되어 자칫 난해하게 느껴질 수 있는 작품을 한층 가독성 있게 만들어 주었다.","남자, 독일고전, 독일소설, 세계고전문학, 어부, 요리 책",넙치 귄터 그라스 넙치 발표 귄터 그라스 독창 뛰어나다 발휘 작품 평 노벨 문학상 수상 작가 귄터 그라스 대작 발표 후 동안 부가 판매 베스트셀러 당시 그라스 수익금 일부 베를린 예술원 후원 알프레드 되블린 상 제정 그라스 그 쉰 생일 전 자기 자신 위 선물 로서 대작 쓰기 결심 시 스케치 짧다 에피소드 등 통해 작업 시작 뒤셀도르프 및 베를린 예술 대학 미술 전공 화가 그라스 넙치 관련 상당량 삽화 직접 이번 간 넙치 의 표지 그라스 자신 작품 이렇다 사실 볼 때 이 작품 대한 작가 애정 얼마만큼 짐작 독일 슈 타이 출판사 정식 계약 간 이번 판본 시인 이자 고려대 독 문과 교수 김재혁 선생 번역 원문 충실하다 정확하다 번역 현대 감각 언어 구사 다양하다 내용 층 구성 자칫 난해하다 수 있다 작품 한층 가독성 있다 남자 독일 고전 독일 소설 세계 문학 어부 요리 책
9.78894E+12,소망 없는 불행 (2019년 노벨문학상 수상작가),페터 한트케,"베케트 이후 가장 전위적인 작가 페터 한트케
서정적인 필치로 풀어낸 견고한 슬픔의 미학

“독서를 함으로써 그녀는 처음으로 자신을 감싼 껍데기로부터 벗어났고
자기 자신에 대해 이야기하는 법을 배웠다.”

최근 몇 년간 노벨 문학상 수상 후보자로 꾸준히 지목되고 있는 페터 한트케는 우리나라에서도 이미 낯선 이름은 아니다. 그는 『관객모독』(1966), 『카스파』(1968), 『페널티킥 앞에 선 골키퍼의 불안』(1970), 『베를린 천사의 시』(1987) 등으로 우리에게 잘 알려진 독일어권 작가 중 한 사람이다. 그는 1966년 첫 소설 『말벌들』과 첫 희곡 『관객모독』을 발표한 이래 시, 시나리오, 논문 등 가릴 것 없이 왕성한 창작 활동을 펼쳐 왔다.","글쓰기, 노벨문학상, 독일소설, 세계고전문학, 아이 이야기, 작품",소망 없다 불행 노벨문학상 수상작 페터 한트케 베케트 이후 가장 전위 작가 페터 한트케 서정 견고하다 슬픔 미학 독서 함 그녀 처음 자신 껍데기 로부터 자기 자신 대해 이야기 법 최근 몇 년 노벨 문학상 수상 후보자 꾸준하다 지목 있다 페터 한트케 우리나라 낯선 이름 아니다 그 관객모독 카 스파 페널티킥 앞 선 골키퍼 불안 베를린 천사 시 등 우리 독일어권 작가 중 사람 그 첫 소설 말벌 과 첫 희곡 관객모독 발표 이렇다 시 시나리오 논문 등 것 왕성 창작 활동 글쓰기 노벨문학상 독일 소설 세계 문학 아이 이야기 작품
9.78894E+12,나르치스와 골드문트,헤르만헤세,"지성과 감성, 종교와 예술로 대립되는 세계를 표상하는 나르치스와 골드문트의 
사랑과 우정, 방황과 동경 등 인간의 성장기 체험을 순수하게 그려 낸 헤세의 대표작

“이 사랑에 동반되는 어두우면서도 아름다운 비애, 그 어리석음과
절망조차도 놀라웠다. 온갖 상념으로 잠 못 드는 밤들이 아름다웠다.”

타고난 수도사 나르치스는 이성적이고 합리적이며 남다른 지적 깊이로 신의 진리에 다가가려 한다. 어느 날 수도원에 골드문트라는 감성적인 학생이 들어오고, 두 사람은 기질 차이를 넘어 영혼의 친교를 맺는다. 골드문트는 나르치스를 통해 자유로운 감수성을 깨치고 수도원을 떠난다. 여자들과 관계를 맺고 도덕적 속박에서 벗어나 자연과 사랑 속에서 자신을 발견하고, 죽음을 목격하며 삶의 명암을 깨닫는다. 우연히 본 조각상에 감명받아 장인 조각가 아래서 걸작을 만들지만 후계자가 되라는 청을 거절하고 다시 방랑의 길을 떠난다. 총독의 애첩과 간통을 저지르다 사형당할 위기에 처한 골드문트는 수도원장이 된 나르치스 덕에 목숨을 구하고 그가 마련해 준 작업실에서 자신이 사랑한 여인들의 이미지가 집약된 마리아 상을 만든다.
『나르치스와 골드문트』는 지성과 감성, 종교와 예술로 대립되는 세계에 속한 두 인물, 나르치스와 골드문트가 나누는 사랑과 우정, 이상과 갈등, 방황과 동경 등 인간의 성장기 체험을 아름답고 순순하게 그려 낸 소설로, 두 사람의 자기 구현 과정을 이중창처럼 묘사하며, 대립적인 두 인물이 서로에게 영향을 주면서 진정한 본성에 이르는 과정을 보여 준다. 뛰어난 자연묘사는 삶과 죽음의 전환과 사랑의 무상함을 명암 있게 드러낸다. 헤세는 불완전한 인간이자 방황과 방랑, 예술에 대한 동경, 여성적인 것에 대한 그리움으로 끊임없이 낯선 세계에 부딪히는 청년 골드문트를 통해 자신의 성장기 체험을 한 인간의 운명에 대한 성찰로 승화한다.

나는 이성 간 사랑이나 우정에 있어 『나르치스와 골드문트』에 묘사한 것보다 더 대단한 체험은 하지 못했다. 이 소설은 내 성장기 체험이 고스란히 담긴 ‘내 영혼의 자서전’이다. ─헤르만 헤세","방랑, 성장기, 성장소설, 세계고전문학, 소설, 작품",스 골드 트 헤르 헤세 지성 감성 종교 예술 대립 세계 표상 스 골드 트 사랑 우정 방황 동경 등 인간 성장기 체험 순수하다 헤세 대표 작 이 사랑 동반 어 두우 서도 아름답다 비애 그 어리석음 절망 놀랍다 온갖 상념 잠 못 밤 아름답다 수도사 스 성적 합리 남다르다 지적 깊이 신의 진리 날 수도원 골드 트 감성 학생 두 사람 기질 차이 영혼 친교 골드 문 스 통해 자유롭다 감수성 깨 수도원 여자 관계 도덕 속박 자연 사랑 속 자신 발견 죽음 목격 삶 명암 조각상 감명 장인 조각가 아래 걸작 후계 청 거절 다시 방랑 길 총독 애첩 간통 사형 당하다 위기 처 골드 문 수도원장 스 덕 목숨 구 그 마련 준 작업실 자신 사랑 여인 이미지 집약 마리아 상 스 골드 트 지성 감성 종교 예술 대립 세계 속 두 인물 스 골드 트 사랑 우정 이상 갈등 방황 동경 등 인간 성장기 체험 아름답다 순순하다 소설 두 사람 자기 구현 과정 이중창 묘사 대립 두 인물 서로 영향 진정하다 본성 과정 뛰어나다 자연 묘사 삶 죽음 전환 사랑 무상함 명암 있다 헤세 불완전하다 인간 이자 방황 방랑 예술 대한 동경 여성 것 대한 그리움 끊임없다 낯선 세계 청년 골드 트 통해 자신 성장기 체험 인간 운명 대한 성찰 승화 나 이성 간 사랑 우정 있다 스 골드 트 묘사 것 더 대단하다 체험 이 소설 내 성장기 체험 고스 란 내 영혼 자서전 헤르 헤세 방랑 성장기 성장 소설 세계 문학 소설 작품
9.78894E+12,황야의 이리,헤르만헤세,"숨 막힐 정도로 집요한 자아 성찰과 냉정한 문명 비판
병적이면서도 아름답고 환상적인, 헤세의 가장 대담한 소설

“고통을 자랑스러워해야 한다.
모든 고통은 우리의 고귀함에 대한 기억이다.”

스스로가 ‘황야의 이리’ 같다고 이야기하는 중년 남자 하리 할러는 가볍고 쾌락적으로 변해 가는 사회에 적응하지 못하고 두 시대 사이에 끼인 정신적 상처를 안은 채 늘 자살만 생각한다. 고통 속에 살던 할러 앞에 그의 분신과도 같은 여인 헤르미네가 나타난다. 할러는 헤르미네를 통해 악사 파블로와 아름다운 창녀 마리아를 만나고 그들과 함께 새로운 세계에 눈을 뜬다. 음악을 듣고 춤을 추고 사랑을 나누고 마술 극장에서 몽환을 체험하며 할러는 새로운 자신, 진정한 자아를 발견한다.
헤세가 쉰 살이 되던 해 발표한 『황야의 이리』는 정신 분열, 마약, 동성애, 그룹 섹스, 고급 창부 등 당시로서는 충격적인 소재를 다룬다. 여기에 더해 치열한 작가 의식과 다채로운 형식 실험이 나타나는 이 작품은 헤세 작품 중 가장 대담한 소설이라 일컬어지며, 헤세는 하리 할러의 수기를 통해 자신의 체험을 고백한다. 『황야의 이리』는 발표된 후 수십 년이 지나도록 미국과 유럽을 뒤흔든 68운동 세대와 히피에게 성경처럼 읽히며 큰 반향을 얻었다.","독일소설, 몽환, 세계고전문학, 작품, 헤르, 형식 실험",황야 헤르 헤세 숨 정도 집요하다 자아 성찰 냉정하다 문명 비판 병적 서도 아름답다 환상 헤세 가장 대담하다 소설 고통 자랑스럽다 모든 고통 우리 고귀하다 대한 기억 스스로 황야 같다 이야기 중년 남자 하리 할러 가볍다 쾌락 변하다 사회 적응하다 못 두 시대 사이 끼 정신 상처 채 늘 자살 생각 고통 속 할러 앞 그 분신 같다 여인 헤르 미네 할러 헤르 미네 통해 악사 파블로 아름답다 창녀 마리아 그 새롭다 세계 눈 음악 춤 사랑 마술 극장 몽환 체험 할러 새롭다 자신 진정하다 자아 발견 헤세 쉰 살이 해 발표 황야 정신 분열 마약 동성애 그룹 섹스 고급 창부 등 로서 충격 소재 여기 더하다 치열하다 작가 의식 채 형식 실험 이 작품 헤세 작품 중 가장 대담하다 소설 컬 며 헤세 하리 할러 수기 통해 자신 체험 고백 황야 발표 후 수십 년 미국 유럽 뒤 운동 세대 히피 성경 반향 독일 소설 몽환 세계 문학 작품 헤르 형식 실험
9.78894E+12,뻬쩨르부르그 이야기,니콜라이 고골,"러시아 근대 문학의 선구자 니콜라이 고골의 단편집
현실과 환상의 결합이 낳은 현실 비판과 따뜻한 휴머니즘
페테르부르크를 배경으로 도시의 소외된 인간을 환상적으로 그려낸 이야기들

“세상에 기댈 곳이 없어요!”

러시아 근대 문학의 선구자 니콜라이 바실리예비치 고골의 소설집 『페테르부르크 이야기』는 제정 러시아의 수도 페테르부르크를 배경으로 쓴 고골의 단편을 모은 것으로, 이미 잘 알려진 「코」와 「외투」를 비롯하여 「광인 일기」, 「초상화」, 「네프스키 거리」 등 모두 다섯 편의 단편을 수록하고 있다. 이 작품들은 모두 환상과 현실이 어우러지는 독특한 방식으로, 부조리한 세계를 살아가는 인간의 소외된 현실을 강렬하게 조형해 내고 있다. 또한 그 독특하면서도 지극히 현대적인 상상력과 신랄한 현실 풍자 의식으로써, 고골을 러시아 근대 문학의 근원지에 자리하게 한 대표작들이다.","단편소설, 러시아소설, 세계고전문학, 현실 비판, 현실 세계, 현실 앞",뻬쩨르 부 르그 이야기 니콜라이 고골 러시아 근대 문학 선구자 니콜라이 고골 편집 현실 환상 결합 현실 비판 따뜻하다 휴머니즘 페테르부르크 배경 도시 소외 인간 환상 이야기 세상 곳 없다 러시아 근대 문학 선구자 니콜라이 바 실리 비치 고골 소설 집 페테르부르크 이야기 제정 러시아 수도 페테르부르크 배경 고골 단편 것 코 외투 를 비롯 광 일기 초상화 네프 스키 거리 등 모두 다섯 편의 단편 수록 있다 이 작품 모두 환상 현실 독특하다 방식 부조리하다 세계 인간 소외 현실 강렬하다 조형 있다 또한 그 독특하다 현대 상상력 신랄하다 현실 풍자 의식 고골 러시아 근대 문학 원지 자리 대표 작 단편소설 러시아 소설 세계 문학 현실 비판 현실 세계 현실 앞
9.78894E+12,밤으로의 긴 여로,유진 오닐,"미국 최고의 극작가 유진 오닐이 가장 고통스럽게 써 내려간 자전적 희곡
비참했던 가족사를 향한 연민과 용서, ‘안개 인간’들을 위한 진혼곡

“안개는 우리를 세상으로부터 가려 주고 세상을 우리로부터 가려 주지. 그래서 안개가 끼면 모든 게 변한 것 같고 예전 그대로인 건 아무것도 없는 것처럼 느껴지는 거야. 아무도 우리를 찾아내거나 손을 대지 못하지.”

『밤으로의 긴 여로』는 미국에서 최초로 노벨 문학상을 받은 극작가이자 사후 3년째 되던 해에 수상한 것을 포함하여 총 4회 퓰리처 상을 받은 작가 유진 오닐의 대표작이다. 그러나 이런 화려한 이력과 달리 오닐의 삶은 그 자체가 하나의 장엄한 비극이라고 표현될 정도로 불행했다. 『밤으로의 긴 여로』에는 비극적인 그의 가족사가 고스란히 담겨 있어, 현대 작가 중에서도 가장 음울하고 비관적인 작가로 꼽히는 오닐의 의식 세계를 가장 극명히 알려 준다.","가족, 마약 중독, 배우, 세계고전문학, 영미희곡, 현대극",밤 여로 유진 오닐 미국 최고 극작가 유진 오닐 가장 고통 자전 희곡 비참하다 가족사 향 연민 용서 안개 인간 위 진혼곡 안개 우리 세상 세상 우리 로부터 주지 안개 끼 모든 게 변하다 것 같다 예전 그대로 건 것 없다 것 아무 우리 손 대지 밤 여로 미국 최초 노벨 문학상 극작가 이자 사후 해 수상한 것 포함 총 퓰리처 상 작가 유진 오닐 대표 작 이렇다 화려하다 이력 달리 오닐 그 자체 하나 장엄하다 비극 표현 정도 불행하다 밤 여로 비극 그 가족사 고스 란 있다 현대 작가 중 가장 음울하다 비관 작가 오닐 의식 세계 가장 극명하다 가족 마약 중독 배우 세계 문학 영미 희곡 현대
9.78894E+12,체호프 단편선,안톤 체호프,"러시아 문학의 황금시대를 주도한 단편 문학의 천재 안톤 체호프
단순한 유머를 넘어 우수 어린 서정적 미학을 창출해 낸 작품 선집
모순과 부조리에서 나온 삶의 비극성을 감싸 안는 따뜻한 리얼리즘

“삶이 나를 짓누르기 전에 네가 먼저 삶을 부숴 버려. 삶으로부터 취할 수 있는 모든 것을 취하란 말이야.”

푸시킨, 고골 등과 함께 러시아 문학의 황금시대라 불리는 19세기 단편문학을 주도한 체호프의 단편선이 민음사에서 출간되었다. 세계문학전집 70번으로 발간된 체호프의 작품집에는 국내에 처음으로 소개되는 단편소설 아홉 편-「공포」, 「베짱이」, 「드라마」, 「베로치카」, 「미녀」, 「거울」, 「내기」, 「티푸스」, 「주교」-과 체호프 식 소설 구조의 전형을 보여 주는 작품 「관리의 죽음」이 수록되었다. 이 작품들은 모두 다양한 인물 군상을 통해 사소한 일상사를 재현함으로써 삶의 본질과 아이러니를 포착해 내고 있다. 한편으론 유머를 통해 웃음을 유발하지만 그 이면에 인간이라면 누구나 피해갈 수 없는 비애감이 녹아들어, ‘인생의 진실과 아름다움을 시의 경지’에까지 끌어올린 수작들이다.","러시아소설, 베짱이, 비애감, 세계고전문학, 작품, 티푸스",체호프 단편 선 안톤 체호프 러시아 문학 황금시대 주도하다 단편 문학 천재 안톤 체호프 단순하다 유머 우수 서정 미학 창 작품 선집 모순 부조리 삶 비극 따뜻하다 리얼리즘 삶 전 네 먼저 삶 부숴 삶 취할 수 있다 모든 것 취하 란 말 푸시킨 고골 등 러시아 문학 황금시대 세기 단편 문학 주도하다 체호프 단편 선 민음사 간 세계문학 전집 번 발간 체호프 작품집 국내 처음 소개 단편소설 아홉 편 공포 베짱이 드라마 베 치카 미녀 거울 내기 티푸스 주교 과 체호프 식 소설 구조 전형 작품 관리 죽음 이 수록 이 작품 모두 다양하다 인물 군상 통해 사소하다 상사 재현 함 삶 본질 아이러니 포착 있다 한편 유머 통해 웃음 유발 그 이면 인간 라면 누구 피 해갈 수 없다 비애 감 인생 진실 아름답다 움 시 경지 수작 러시아 소설 베짱이 비애 감 세계 문학 작품 티푸스
9.78894E+12,버스 정류장,가오싱젠,"동양의 전통 사상과 정서를 현대 부조리극으로 형상화한 대표 희곡 수록
중국 정치 현실에 맞서야 했던 망명 작가의 향수와 상실의 고통이 배어 있는 수작들

“자신의 운명을 아는 것이 두려워요?”

『버스 정류장』은 2000년 동양인으로서는 네 번째로 노벨 문학상을 수상한 가오싱젠(高行健)의 대표 희곡들을 묶은 책이다. 가오싱젠은 정치적인 문제로 조국인 중국을 떠나 현재는 프랑스 파리에 거주하면서 활발한 작품 활동과 화가로 명성을 얻고 있는 망명 작가이다. 또한 중국의 전통적인 사상에 현대적인 부조리극을 결합시킨 그의 희곡 작품은 이미 중국뿐 아니라 프랑스, 독일 등지의 무대에 올려져 호평받은 바 있다. 우리나라에서는 지난 9월에 그의 작품 「비상경보」(국내에서는 ‘절대신호’라는 제목으로 공연)가 연극 무대에 올려졌다. 『버스 정류장』은 국내에서는 처음으로 번역 출간되는 가오싱젠의 대표 희곡선이다.","세계고전문학, 야인, 작품 경향, 중국고전, 중국소설, 현대 연극",버스 정류장 가오싱젠 동양 전통 사상 정서 현대 부조리극 형상 대표 희곡 수록 중국 정치 현실 망명 작가 향수 상실 고통 있다 수작 자신 운명 것 두렵다 버스 정류장 은 동양인 네 번 노벨 문학상 수상한 가오싱젠 의 대표 희곡 책 가오싱젠 정치 문제 조국 중국 현재 프랑스 파리 거주 활발하다 작품 활동 화가 명성 있다 망명 작가 또한 중국 전통 사상 현대 부조리극 결합 그 희곡 작품 중국 아니다 프랑스 독일 등지 무대 호평 바 있다 우리나라 지난 그 작품 비상 경보 국내 절대 신호 제목 공연 연극 무대 버스 정류장 은 국내 처음 번역 간 가오싱젠 대표 희다 곡선 세계 문학 야인 작품 경향 중국 고전 중국 소설 현대 연극
9.78894E+12,구운몽,김만중,"몽자류(夢字類) 소설의 효시이자 시대마다 재생산되는 환상 문학의 원형
『홍길동전』과 함께 본격적인 소설 문학을 확립한 한국 고전의 정수

“성진과 소유가 누가 꿈이며 누가 꿈이 아니뇨?”

성진은 당나라 고승 육관대사의 제자 중 가장 총명하고 지혜로운 승려다. 스승의 명으로 수부에 간 성진은 용왕이 대접하는 술을 마시고 어지러워 연화봉 아래서 낯을 씻다가 육관대사를 찾았던 팔선녀와 마주한다. 팔선녀와 수작하다 돌아온 뒤로 성진은 속세의 욕망이 일어나 괴로워한다. 성진이 스승의 꾸짖음을 받고 염라대왕 앞에 끌려가니 팔선녀도 잡혀 와 있다. 이들은 모두 인간계로 영솔되고, 성진은 양소유라는 자로 환생해 장수가 되고 재상이 되고 공훈을 세우고 여덟 명의 여인과 여생을 즐기다, 이 모든 것이 하룻밤 꿈임을 깨닫는다.
『구운몽』은 조선 중기 전형적인 양반 사회의 이상을 반영한 본격적인 고전 소설이다. 제목의
‘구운(九雲)’은 주인공 성진과 팔선녀를 가리키며, ‘구운몽(九雲夢)’은 이들 아홉 사람이 꾼 꿈
이다. 이 작품에서는 『삼국유사』, 『서유기』, 『삼국지연의』 등을 차용해 인생무상, 일장춘몽,
즉 인생의 덧없음이라는 주제를 주인공 성진의 하룻밤 꿈을 통해 보여 준다. 김만중의 『구운
몽』은 오늘날에 이르기까지 환몽 구조 작품들의 원형이 되었으며 그 주제 또한 변함없는 감
동과 교훈을 주는 고전 소설의 백미다. 미국, 일본, 러시아, 이탈리아 등 7개 나라에서 번역,
출간되었다.","고전 소설, 세계고전문학, 소설사, 작품, 한국고전문학, 한국소설",구운몽 김만중 몽자류 소설 효시 이자 시대 재생산 환상 문학 원형 홍길동전 과 본격 소설 문학 확립 한국 고전 정수 성진 소유 누가 꿈 누가 꿈 니뇨 성진 당나라 고승 관대 사의 제자 중 가장 총명하다 지혜 승려 스승 명 부 간 성진 용왕 대접 술 어지럽다 연화 봉 아래 낯 관대 선녀 마주 선녀 수작 뒤 성진 속세 욕망 괴롭다 성진 스승 음 염라대왕 앞 선녀 있다 이 모두 인간계 솔 성진 소유 자로 환생하다 장수 재상 공훈 여덟 명의 여인 여생 이 모든 것 하룻밤 꿈임 구운몽 은 조선 중기 전형 양반 사회 이상 반영 본격 고전 소설 제목 운 은 주인공 성진 선녀 구운몽 은 이 아홉 사람 꾼 꿈 이 작품 삼국유사 서유기 국지연 등 차용 인생 무상 일장춘몽 즉 인생 덧 없다 음 주제 주인공 성진 하룻밤 꿈 통해 김만중 운 몽 은 오늘날 환몽 구조 작품 원형 그 주제 또한 변하다 없다 감 과 교훈 고전 소설 백미 미국 일본 러시아 이탈리아 등 개 나라 번역 간 고전 소설 세계 문학 설사 작품 한국 문학 한국 소설
9.78894E+12,대머리 여가수,외젠 이오네스코,"하루도 작품이 공연되지 않는 날이 없는 현대극의 대가 이오네스코
웃음 뒤에 찾아오는 소름 돋친 일상의 발견
현대 연극의 역사를 다시 쓰는 반(反)연극 삼부작

“어, 아홉시네. 오늘 저녁엔 수프하고, 생선하고, 감자튀김하고, 영국식 샐러드를 먹었어요. 애들은 영국 물을 마셨고요. 정말 잘 먹었어요. 우린 런던 교외에 살고, 또 성이 스미스거든요.”


공허한 일상, 권력의 폭력, 개인의 소외를 겨누는 블랙코미디

『대머리 여가수』에 실린 세 작품에서 이오네스코는 현대 사회의 부조리한 속성을 치밀하게 추적한다. 일별하면 「대머리 여가수」는 소시민의 허위의식과 소통의 허구성을, 「수업」은 제도 권력의 억압적인 본질을, 「의자」는 사회 속에서 개인의 불행과 소외의 문제를 파헤친다. 「대머리 여가수」는 한 영국 가정의 하루를 보여주면서 현대인의 무의미한 일상과 허위의식을 적나라하게 드러낸다. 작품 속에서 스미스 부부는 마틴 부부를 초대하여 이야기를 나눈다. 우연히 스미스 부부의 집을 지나던 소방대장이 그들을 방문하여 대화에 끼어든다는 것이 전체 줄거리다. 눈에 띄는 사건도 갈등도 없는 가운데 스미스 부부와 마틴 부부, 소방대장의 무의미한 대사들만이 작품을 채우고 있다. 대화는 일정한 주제나 맥락 없이 동문서답하는 식으로 이어지며 완전히 엉뚱한 결론으로 끝난다. 대사(말)는 무성하지만 내용(의미)은 없는 이 한편의 소극은 온갖 기호와 의미로 가득 차 있지만 실내용은 공허하기만 한 현대 사회를 은유적으로 풍자하고 있으며 현대인이 맺고 있는 관계의 무의미함과 의사소통의 허구성을 꼬집고 있다. 
「수업」은 한 교수가 개인 교습을 받기 위해 찾아온 여학생을 지도하는 중에 벌어지는 사건을 그린다. 교수는 자신의 교육 방침을 학생에게 강요한다. 학생은 그것에 맞추려고 노력하지만  교수는 점점 더 폭력적으로 학생을 몰아세우고, 자기 성에 차지 않는 학생을 결국 칼로 살해하게 된다. 학생의 자발성과 창의력을 말살하는 교육 제도에 대한 비판은 여러 문학작품에서 볼 수 있지만 「수업」은 말 그대로 선생이 학생을 죽이는 충격적인 결말을 보여줌으로써 그 비판의 강도를 더하고 있다. 나아가 현대 사회의 제도 권력이 본질적으로 억압과 폭력의 장치에 불과하다는 메시지를 던진다. 
「의자」는 외딴 섬에서 살아가는 노부부가 관객에게는 보이지 않는 손님들을 맞아 한바탕 잔치를 여는 소동을 그린다. 지나간 인생을 돌아보며 회의와 체념에 빠진 노부부는 귀부인, 기자, 대령, 심지어는 황제까지 자기를 찾아온 것에 감격스러워하고 그 방문으로 자신들의 존재가 증명된 지금, 지난 세월이 헛되지 않았다고 행복해 한다. 그러나 관객들이 볼 수 있는 것은 무대를 점차 채워나가는 빈 의자들과 노부부의 독백뿐이다. 노인은 수십 년 동안 간직해 온, 세상을 향한 메시지를 발표할 때가 되었다며 마지막 손님인 변사를 기다리지만, 도착한 변사는 말을 하지 못하는 벙어리다. 노부부는 결국 절망감에 “황제 폐하 만세!”를 외치며 창문으로 뛰어내려 자살한다. 소외된 개인이 겪는 자기 존재의 상실감과 그것을 극복하려고 자기가 만들어 낸 환상에 의존하는 헛된 노력이 우스우면서도 슬픈 블랙코미디다.","관객, 노부부, 세계고전문학, 풍자, 프랑스고전, 프랑스소설",대머리 가수 외젠 이오네스코 하루 작품 공연 날 없다 현대 대가 이오네스코 웃음 뒤 소름 친 일상 발견 현대 연극 역사 다시 반 연극 삼부작 아홉시 오늘 저녁 수프 생선 감자 튀김 영국 샐러드 애 영국 물 정말 우린 런던 교외 살 또 성 스미스 공허하다 일상 권력 폭력 개인 소외 겨누 블랙코미디 대머리 가수 세 작품 이오네스코 현대 사회 부조리하다 속성 치밀하다 추적 일별 대머리 가수 소시민 허위 의식 소통 허구성 수업 은 제도 권력 억압 본질 의자 사회 속 개인 불행 소외 문제 대머리 가수 영국 가정 하루 현대인 무의미하다 일상 허위 의식 적나라하다 작품 속 스미스 부부 마틴 부부 초대 이야기 스미스 부부 집 소방대 그 방문 대화 것 전체 줄거리 눈 사건 갈등 없다 가운데 스미스 부부 마틴 부부 소방대 무의미하다 대사 작품 있다 대화 일정하다 주제 맥락 동문서답 식 완전하다 엉뚱하다 결론 대사 말 무성 내용 의미 은 없다 이 한편 소극 온갖 기호 의미 가득 차 있다 실내 공허하다 현대 사회 은유 풍자 있다 현대인 있다 관계 무의미하다 의사소통 허구성 있다 수업 은 교수 개인 교습 위해 여학생 지도 중 사건 린다 교수 자신 교육 방침 학생 강요 학생 그것 노력 교수 점점 더 폭력 학생 자기 성 차지 학생 칼 살해 학생 자발 성과 창의력 말살 교육 제도 대한 비판 여러 문학작품 볼 수 있다 수업 은 말 그대로 선생 학생 충격 결말 그 비판 강도 더하다 있다 현대 사회 제도 권력 본질 억압 폭력 장치 불과하다 메시지 의자 외딴 섬 노부 부가 관객 보이지 손님 한바탕 잔치 여 소동 린다 인생 회의 체념 노부 귀부인 기자 대령 심지어 황제 자기 것 감격 스럽다 그 방문 자신 존재 증명 지금 지난 세월 헛되 행복하다 관객 볼 수 있다 것 무대 점차 빈 의자 노부 부의 독백 노인 수십 년 동안 간직 온 세상 향 메시지 발표 때 마지막 손님 변사 도착 변사 말 벙어리 노부 절망 감 황제 폐하 만세 를 외치 창문 자살 소외 개인 자기 존재 상실 감 그것 극복 자기 환상 의존 헛된 노력 우습다 슬프다 블랙코미디 관객 노 부부 세계 문학 풍자 프랑스 고전 프랑스 소설
